,review_body,stars,language,translated_review
960,"Tal y como se ve en la foto, quizás algo más rústica de lo que parece. Tened en cuenta que mide 91 cm de alto. En mi caso venía sin tornillos, ni tacos, pero m lo cambiaron por otro en 24 horas.",4,es,"As seen in the photo, perhaps a little more rustic than it seems. Please note that it is 91 cm high. In my case it came without screws or plugs, but they changed it for another one in 24 hours."
961,Las medidas sin correctas pero en mi caso no cumple las espectativas ya que se escurre y termina siempre la funda descolocada.,3,es,The measurements are not correct but in my case it does not meet expectations since it slips and the cover always ends up out of place.
962,Se ajusta a la perfección,4,es,Fits perfectly
963,"El producto ha llegado con una rajaron la tela, parece ser que está pasada. El servicio de recogida se ha personado en el domicilio cuando apenas habían pasado 12 horas y no teníamos el producto preparado. Desde esta empresa de recogida me indican que debo de gestionar de nuevo la recogida del producto, cuando ni siquiera me han llamado por teléfono para avisar que venían,por favor que lo recojan lo antes posible.Gracias.",2,es,"The product has arrived with a tear in the fabric, it seems to be worn out. The collection service arrived at the home when barely 12 hours had passed and we did not have the product ready. This collection company tells me that I must manage the collection of the product again, when they have not even called me by phone to let me know that they were coming, please let them collect it as soon as possible. Thank you."
964,"No está mal, cumple con las fotos y con lo que es, aunque la construcción y calidad me deja un poco que desear, y no caben tantas cosas como me habrían gustado, pero es normal teniendo un equipo grande. Es ideal para llevar 2 objetivos y un par de accesorios en bodas, y la cámara fuera.",3,es,"It's not bad, it complies with the photos and what it is, although the construction and quality leaves me a little to be desired, and it doesn't fit as many things as I would have liked, but it is normal having a large team. It is ideal for carrying 2 lenses and a couple of accessories at weddings, and the camera outside."
965,Se lee rápido y dice algunas cosas útiles pero en general no lo recomiendo porque son cosas muy básicas que casi todos sabemos.,3,es,It reads quickly and says some useful things but in general I don't recommend it because they are very basic things that almost everyone knows.
966,Viene ideal para organizar juguetes y peluches; pero el precio es excesivo.,2,es,It is ideal for organizing toys and stuffed animals; but the price is excessive.
967,"Hasta ahora había sido reticente ha usar pestañas con pegamento, pero siempre me ha atraído la idea de poder aumentar el volumen de las mías, cuando vi que existían este tipo de pestañas magnéticas no dudé ni un momento en probarlas. Ni me imaginaba que podrían ser con este aspecto tan natural, parecen pestañas naturales totalmente. Aunque si he de decir que me ha costado un poco pillar el truquito para ponerlas perfectas, pues al principio no sabes muy bien como manejarlas, pero con práctica el resultado es auténtico. Vienen en una cajita magnética para que se adhieran y no puedan caerse en un descuido, la tapa es un espejo muy útil para llevar de viaje, pinzas para poder cogerlas bien y ayudar a su colocación y unas pequeñas instrucciones.",5,es,"Until now I had been reluctant to use eyelashes with glue, but I have always been attracted to the idea of ​​being able to increase the volume of mine, when I saw that this type of magnetic eyelashes existed I did not hesitate for a moment to try them. I didn't even imagine that they could be so natural looking, they look like totally natural eyelashes. Although I must say that it took me a little while to get the hang of making them perfect, because at first you don't really know how to handle them, but with practice the result is authentic. They come in a magnetic box so that they adhere and cannot fall due to carelessness, the lid is a very useful mirror to take on a trip, tweezers to be able to hold them well and help with their placement and some small instructions."
968,"Cumple su misión, facil montaje, es recomendable, yo tengo un focus cmax y funciona perfectamente, recomendable para conectar el movil y tener musica",4,es,"It fulfills its mission, easy assembly, it is recommended, I have a focus cmax and it works perfectly, recommended to connect the cell phone and have music"
969,"Bonita y efectiva cámara. Adecuada para la vigilancia de bebés. Es una pena , que en estos tiempos, que no se conecte con 5G. Por lo demás, artículo recomendado.",4,es,"Nice and effective camera. Suitable for monitoring babies. It's a shame that in these times, it doesn't connect with 5G. Otherwise, recommended article."
970,En la foto se ve cortina normal pero se parece mucho ala de una bañera tiene las anillas color amarillento y super larga...,1,es,"In the photo you can see a normal curtain but it looks a lot like a bathtub wing, it has yellowish rings and is super long..."
971,El producto me ha llegado en unas cajas defectuosas con las estanterias arañadas. No me llegó todo el material ya que me faltaban 8 patas. He tenido que montar la estantería porque la necesitaba urgente y no la he devuelto. En favor del producto puedo decir que es sólida y fácil de montar.,2,es,The product arrived in defective boxes with scratched shelves. I didn't get all the material since I was missing 8 legs. I had to assemble the shelf because I needed it urgently and I have not returned it. In favor of the product I can say that it is solid and easy to assemble.
972,"Es una buena idea si a la persona que lo va a recibir le gusta escribir y esta dispuesta a compartir sus secretos, si no puede quedarse en blanco o a medio completar.",3,es,"It is a good idea if the person who is going to receive it likes to write and is willing to share their secrets, if not they can remain blank or half completed."
973,"El producto estupendo, pero el servicio de entrega de Amazon pésimo!!! Prometen 24h y cada vez tardan más , casi una semana y eso que vivo en Barcelona ciudad!!! Hoy compré otro para mi hija y me hicieron lo mismo, se excusan con que no estás en casa cuando no es cierto y así tardan mucho más en hacer la entrega.",3,es,"Great product, but terrible Amazon delivery service!!! They promise 24 hours and they take longer and longer, almost a week and I live in Barcelona city!!! Today I bought another one for my daughter and they did the same thing to me, they make excuses that you are not at home when it is not true and thus they take much longer to deliver."
974,Para mi gusto demasiado rígido. A lo mejor soy yo que no se usar antifaz pero lo noto demasiado duro.,2,pt,Too rigid for my taste. Maybe it's me who doesn't know how to use a mask but it feels too harsh.
975,Muy práctica me cabe genial la cámara y la protege de rayarse al llevarla en la mochila o bolso,4,es,"Very practical, it fits my camera perfectly and protects it from scratches when carrying it in my backpack or bag."
976,"Estas tiras son muy fiables y económicas. Si además las utilizas con la aplicación del móvil, te facilita mucho el predecir el pico de LH. Yo estoy encantada",5,es,"These strips are very reliable and economical. If you also use them with the mobile application, it makes it much easier for you to predict the LH surge. I am delighted"
977,"He comprado este producto 2 veces por el precio, ya que la calidad de impresión no es del todo de calidad. La primera vez, al año aproximadamente, dejó de imprimir y decidí comprar otra porque el precio era bueno y pensé que había sido mala suerte. Pero qué casualidad que de nuevo esta segunda impresora a las 14-15 meses de haberla comprado le pasa lo mismo. Al final más de 600 euros tirados (entre las dos impresoras). Me siento muy decepcionado.",1,es,"I have bought this product 2 times for the price, since the print quality is not at all quality. The first time, about a year later, it stopped printing and I decided to buy another one because the price was good and I thought it was bad luck. But what a coincidence that the same thing happens to this second printer 14-15 months after purchasing it. In the end more than 600 euros wasted (between the two printers). I feel very disappointed."
